0,1,2,3,4,5,6,7,8,9,10,11
7.61199511122328,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,10.297714534295173,5.0
7.8,0.88,0.0,2.6,0.09800000000000002,25.000000000000004,67.0,0.9968,3.2,0.68,9.8,5.0
7.8,0.76,0.04,2.3,0.092,15.0,54.0,0.997,3.26,0.6016254951842129,9.8,5.0
11.2,0.28,0.3214971359861791,1.9,0.05952599993435294,17.0,60.0,0.998,3.2122082932626306,0.58,9.8,6.0
7.4,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,9.4,5.0
7.4,0.66,0.0,2.193311671088688,0.075,13.000000000000002,40.0,0.9978,3.51,0.6103676044427007,9.4,5.0
7.823895522150248,0.6,0.06,2.533928106879383,0.069,15.0,59.0,0.9969562313270569,3.3,0.46,9.4,5.0
7.3,0.65,0.0,1.2,0.065,15.0,42.302535572775575,0.9946,3.39,0.47,10.0,7.0
7.8,0.58,0.02,2.0,0.073,9.0,18.0,0.9968,3.36,0.57,9.5,7.0
7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.3694966528356076,0.8,10.5,5.0
7.516351805921465,0.58,0.08,1.8,0.097,15.0,65.0,0.9959,3.28,0.54,9.2,5.0
7.5,0.5347026494411229,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5,5.0
5.6,0.615,0.0,1.6,0.089,16.0,59.0,0.9943,3.58,0.52,9.9,6.0
7.8,0.6099999999999999,0.29,1.6,0.10533525411459803,9.0,29.0,0.9974,3.26,0.6163132420998216,9.1,5.0
8.9,0.62,0.18,3.8,0.176,52.0,145.0,0.9986,3.16,0.8800000000000001,9.2,5.0
8.9,0.62,0.19,3.9,0.17,51.00000000000001,148.0,0.9986,3.17,0.6213531420827507,9.2,5.0
8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,7.0
7.43184738185823,0.56,0.28,1.7,0.368,16.0,54.61174274276922,0.9968,3.302898800141573,1.2799999999999998,9.3,5.0
7.732490083625137,0.59,0.08,4.4,0.086,6.0,29.0,0.9974,3.38,0.5,9.0,4.0
7.56989932712537,0.32,0.51,1.1688653861856313,0.341,17.0,56.0,0.9969,3.2734728462927043,1.08,9.2,6.0
8.9,0.3700874369629472,0.48,1.8,0.077,29.0,60.0,0.9968,3.39,0.53,9.4,6.0
7.6,0.39,0.31,2.6784196551814823,0.082,22.999999999999996,71.0,0.9982,3.52,0.65,9.7,6.0
7.9,0.43,0.21,1.392056481715087,0.106,10.0,37.0,0.9969926895953417,3.341320055942297,0.9100000000000001,9.5,5.0
8.5,0.49000000000000005,0.11,2.3,0.084,9.0,31.807985404431008,0.9968,3.17,0.53,10.174824758232683,6.0
6.9,0.4,0.14,2.4,0.085,21.0,40.0,0.9968,3.43,0.63,9.7,6.0
6.3,0.39,0.16,1.4,0.08,11.0,23.0,0.9955,3.34,0.56,9.3,6.0
7.6,0.41,0.24,1.8,0.08,14.312196546534075,11.0,0.9962,3.28,0.59,9.5,5.0
7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.9100000000000001,9.5,5.0
7.1,0.71,0.17836904481250046,1.9,0.08,14.0,35.0,0.9972,3.47,0.55,9.4,5.0
7.8,0.645,0.0,2.0,0.082,8.0,16.0,0.9964,3.38,0.59,9.8,6.0
6.7,0.675,0.07,2.1198860854983774,0.089,17.0,82.0,0.9958,3.35,0.5870108851486892,10.1,5.0
6.9,0.685,0.0,2.5,0.058228985954046256,21.999999999999996,37.0,0.9966,3.46,0.57,10.6,6.0
7.867788291079729,0.655,0.12,2.3,0.083,15.0,113.0,0.9966,3.17,0.66,10.13750321475783,5.0
8.046653614478021,0.605,0.12,10.7,0.073,40.0,83.0,0.9993,3.45,0.52,9.4,6.0
5.2,0.32,0.25,1.8,0.103,13.000000000000002,50.0,0.9957,3.38,0.5999338657747507,9.2,5.0
7.8,0.645,0.0,5.5,0.086,5.0,18.0,0.9986,3.364725940398991,0.55,9.6,6.0
7.8,0.6,0.14,2.4,0.086,14.61427169841744,15.0,0.9975,3.42,0.6,10.8,6.0
8.1,0.38,0.28,2.1,0.066,13.000000000000002,30.0,0.9968,3.23,0.73,9.7,7.0
5.7,1.13,0.09,1.5,0.17199999999999996,7.000000000000001,19.0,0.9968789850678444,3.5,0.48,9.8,4.0
7.3,0.45,0.36,5.9,0.07400000000000001,11.999999999999998,87.0,0.9978,3.33,0.83,10.5,5.0
7.3,0.45,0.36,5.9,0.07400000000000001,11.999999999999998,87.0,0.9978,3.33,0.83,10.5,5.0
8.8,0.4735558326717317,0.3,2.8,0.088,17.0,46.0,0.9973265901041032,3.26,0.51,9.3,4.0
7.5,0.6671634660711586,0.2,2.6,0.332,8.0,14.0,0.9968,3.21,0.9000000000000001,10.5,6.0
8.1,0.66,0.22,2.2,0.069,9.0,23.0,0.9968,3.353822709252894,1.1999999999999997,10.3,5.0
6.8,0.67,0.02,1.8,0.05,15.795653000247194,11.0,0.9962,3.48,0.52,9.5,5.0
4.6,0.52,0.15,2.1,0.07612133087680488,8.0,65.0,0.9934,3.9,0.56,13.1,4.0
7.7,0.4420732531559318,0.43,2.2,0.1224374015005678,21.999999999999996,114.0,0.997,3.25,0.73,9.2,6.0
8.7,0.29,0.52,1.6,0.11299999999999999,11.999999999999998,37.0,0.9969,3.25,0.58,10.24490081738779,5.0
6.4,0.42409729298673565,0.23,1.6,0.066,5.0,12.0,0.9958,3.328570324495256,0.56,9.2,6.0
5.6,0.31,0.32405641298049687,1.4,0.07400000000000001,11.999999999999998,96.0,0.9954,3.32,0.58,9.2,5.0
8.8,0.66,0.26,1.7,0.07400000000000001,4.0,23.0,0.9971,3.15,0.74,9.2,5.0
6.6,0.52,0.04,1.834442423211962,0.069,15.626875174421862,15.0,0.9956,3.4,0.63,9.4,6.0
6.6,0.5,0.04,2.1,0.07568720177073776,6.0,14.0,0.9955,3.39,0.64,9.4,6.0
