0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0.0,0.64,0.64,0.0,0.32,0.0,0.0,0.08426154243749473,0.0,0.22840548544192407,0.0,0.6400000000000001,0.0,0.021181280980187,0.0,0.32,0.0,1.29,1.93,0.0,0.977425712183766,0.0,0.17451643644149603,0.07810840658793272,0.0,0.0,0.0,0.13829052500924746,0.0,0.0,0.01616544161327253,0.0,0.0,0.0,0.06384176986988518,0.0,0.0,0.0,0.030633599742434684,0.0,0.0,0.0,0.0,0.0,0.22855363972199805,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.0,0.0,3.756,61.0,372.23113576659836
0.242635297425963,0.28,0.5,0.0,0.14,0.28,0.2339266957619898,0.2530263914470598,0.0,0.94,0.21000000000000002,0.79,0.65,0.20999999999999996,0.14,0.4991042118477188,0.20834764682888052,0.19986063728874362,3.47,0.0,1.59,0.08110129990848342,0.43,0.42999999999999994,0.0,0.00721628589447745,0.0,0.0,0.0,0.005005257193935686,0.0,0.0017186784978886717,0.0,0.0,0.0,0.0,0.011992502208024846,0.03244203036818281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.024431627291854007,0.372,0.18,0.048,2.8900967089272718,101.0,459.3401291453424
0.06,0.14225621224989088,0.71,0.0,1.23,0.4550173987916932,0.27972647323660926,0.12127626524152793,0.64,0.25,0.37999999999999995,0.600615427541919,0.11999999999999998,0.025915962441549634,1.7499999999999998,0.2613224592335913,0.060000000000000005,1.03,1.36,0.32,0.51,0.002853754849178004,1.16,0.08248006420674081,0.0,0.0,0.003530044291593534,0.0,0.0,0.000385108386992295,0.0,7.493875836197549e-05,0.004122331007415793,0.0006193908417780768,0.00600480620971002,0.0,0.0,0.03006560359892738,0.0,0.06,0.0,0.0,0.12,0.0,0.06,3.6783823250476304e-05,0.0,3.557944828233303e-05,0.01,0.143,0.0,0.012068148594156461,0.184,0.01,9.821,485.0,749.1835408134838
0.0,0.0,0.0,0.12269522441540681,0.63,0.048352628117083574,0.1985836663188301,0.63,0.31,0.63,0.043838316532664,0.607183459308654,0.31,0.024105615530461536,0.0,0.31,0.0,0.0,3.18,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031469545488965814,0.0,0.0,0.052299176163776315,0.022852820227897724,0.0,0.0,0.0,0.0,0.03324504869014304,0.0,0.0,0.0,0.0,0.0,0.0,0.009016674110669991,0.0,0.137,0.010611835965237815,0.137,0.0,0.0,3.537,40.0,191.00000000000003
0.0,0.0,0.0,0.0,0.40686410263804346,0.0,0.31,0.63,0.31,0.63,0.31,0.31,0.31,0.0,0.0,0.45113334825265783,0.0,0.37932155699166653,3.18,0.0,0.31,0.0,0.18377984893295915,0.0,0.0,0.0,0.0,0.0,0.017654316800146713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061128839379424704,0.0,0.0,0.0,0.02418256314844871,0.135,0.0,0.135,0.16204878387158925,0.03398266974479333,3.537,40.0,279.4975344033187
0.10387414497040026,0.0,0.0,0.03325343978793669,0.17351306847373207,0.0,0.0,1.85,0.101803855916081,0.0,0.015891980172958224,0.0,0.0,0.0,0.0,0.2679515205188999,0.0,0.0,0.0,0.3242465243773088,0.24916254501852017,0.0,0.0,0.0,0.0,0.0,0.3653979613831909,0.0,0.0,0.0,0.01887749245768797,0.0,0.0,0.0043517582110614164,0.0,0.0,0.0,0.0564344312757533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003981621159615577,0.04232336419681599,0.05372813668217975,0.223,0.0,0.0,0.0,0.0,3.150793866518972,58.04851843056539,54.0
0.0,0.0,0.0,0.0,1.9200000000000002,0.0,0.0,0.0,0.026439765968582593,0.64,0.96,0.642779204410687,0.0,0.0,0.0,0.96,0.0,0.32000000000000006,3.85,0.0,0.64,0.0,0.0,0.0,0.0,0.0029626718460419653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03036516665213322,0.0,0.014900063017884034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002564801018287471,0.0022579021924274273,0.18442388801816106,0.0,0.164,0.054000000000000006,0.0,1.671,4.0,112.0
0.0,0.15521197895584532,0.0,0.0,0.14033206279206928,0.0,0.0,1.88,0.0,0.17298825531916787,0.010270758467112203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000671130063841876,0.0,0.0,0.0,0.0,0.0,0.023476865923666625,0.0,0.0,0.01726275374278589,0.0,0.0,0.0,0.0,0.0,0.0,0.020631919092932716,0.0,0.027352977173093707,0.0015712189654232354,0.0,0.0,0.0,2.45,10.999999999999998,248.34017684533907
0.13964252187537776,0.0,0.3905467853388116,0.04717792225493689,0.61,0.21697790021276475,0.3,0.0,0.12375041766240448,0.76,0.7599999999999999,0.92,0.0,0.0,0.0,0.0,0.0,0.15,2.0953665208013135,3.53,2.0,0.0,0.0,0.15,0.0,0.0,0.0,0.07154181983392964,0.0,0.040737055688126016,0.0,0.03644748438305827,0.14999999999999997,0.0,0.0,0.0,0.0,0.010319615465313427,0.008416420769916787,0.0,0.0,0.0,0.3,0.0008577570835365733,0.017853761638955565,0.06622272036016594,0.0,0.0,0.02101334616120346,0.271,0.0,0.181,0.1373774722873848,0.022,9.744,445.0,1257.0
0.06,0.12,0.77,0.0,0.19,0.32,0.38,0.0,0.05999999999999999,0.0,0.0,0.6400000000000001,0.25,0.0,0.12,0.0,0.0,0.12,1.570049850187108,0.060000000000000005,0.739407252986975,0.17984694120747413,0.19000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029902587475825566,0.0025709470966308145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00876959282515003,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.8001346999080143,0.081,0.0,4.206442959956489,108.90792727805716,749.0
