0,1,2,3,4,5,6,7,8,9,10,11
6.724376453903094,0.6054282008510827,0.0,1.9,0.076,7.580807991219983,34.0,0.9959481185710133,3.51,0.56,10.057018067058653,5.0
7.8,0.6517266148445606,0.0,2.6,0.09800000000000002,9.573300288085877,32.760475119140935,0.9968,3.3173104454066156,0.68,10.26639409168768,5.0
7.8,0.76,0.04,2.3,0.092,8.535472418739527,33.590331532695885,0.997,3.26,0.5367335478599667,9.8,5.0
11.2,0.28,0.4318532195858657,1.9,0.0881853714943081,17.0,42.081765689793315,0.998,3.198234402803063,0.6540529173916876,9.8,5.0
7.4,0.7,0.0,2.865946800060108,0.076,6.741126260299079,34.0,0.9969761940721273,3.51,0.570390945972383,9.4,5.0
7.4,0.66,0.17407132210905849,2.9486752303947505,0.075,13.0,40.0,0.9978,3.315269506088972,0.6118954410843104,10.241431185778142,5.0
7.534251036978393,0.5620505344693064,0.06,2.0870112695707976,0.069,14.999999999999998,41.01697650259299,0.9966950062929393,3.3470454404022094,0.5750155409564227,9.4,5.0
7.18234291782762,0.65,0.0,1.2,0.06263151253735275,8.453399980351671,28.01234757482814,0.9956304247807563,3.39,0.47,9.979805058398858,5.0
7.484721027101054,0.497385601796329,0.02,2.0,0.0704695121587962,9.0,18.0,0.9968,3.36,0.57,9.5,7.0
7.5,0.5,0.36,2.811231440081745,0.09527086727651954,17.0,54.31261625076166,0.9973622516157628,3.3615546168157753,0.8,10.5,6.0
7.507021439362854,0.5568630594072639,0.08,1.8,0.097,14.999999999999998,44.24995517835553,0.9959,3.28,0.54,9.2,5.0
8.679312393717348,0.5434476182422936,0.36,6.1,0.12262722671154141,17.0,102.0,0.9992197120215893,3.3560355810284017,0.8,10.5,6.0
5.6,0.5190572914875448,0.0,1.6,0.089,18.030053823861806,59.0,0.9943,3.58,0.52,9.9,5.0
7.8,0.6099999999999999,0.29,1.6,0.0870307197278738,9.0,31.877317572182214,0.9970440858763456,3.3036541794188916,0.5826216271755249,9.1,5.0
8.9,0.62,0.22502079756371676,3.8,0.176,37.719595900008976,145.0,0.998491684656024,3.2640435400330423,0.6911623314511925,9.814381930272281,5.0
8.9,0.629404342394203,0.3115452663217187,3.9,0.10637383464185893,51.0,148.0,0.9986,3.2962772890802023,0.7125727736004889,10.4265471029723,5.0
8.5,0.39498251795107125,0.56,2.60981893925634,0.09226367247569561,35.0,103.0,0.9975870152509213,3.3,0.75,10.5,6.0
7.485296641127974,0.56,0.28,1.7,0.368,16.0,69.08353918730079,0.9968,3.119277606461495,0.9474231343135535,9.295023543247819,5.0
7.738529762721837,0.59,0.08,2.0291486217100694,0.10148291002491117,6.0,37.67742929625197,0.9974,3.3297401599871215,0.5054331903870329,9.0,4.0
7.422066049430445,0.32,0.51,1.64426385717104,0.341,17.0,56.0,0.9969679322224856,3.1034736931029707,1.08,9.2,5.0
8.9,0.48249401393558083,0.22386004064944384,1.8,0.077,8.323466739823475,31.434358776082785,0.9968,3.39,0.53,9.4,5.0
7.6,0.4919314452381134,0.18642134235072133,2.8796742096478787,0.082,8.349800370414883,39.30004913950811,0.9982,3.52,0.65,9.7,5.0
7.9,0.43,0.21,2.2265519827230644,0.106,10.0,43.53429590017572,0.9974149706066847,3.3674690567493735,0.9100000000000001,9.5,5.0
8.5,0.49000000000000005,0.11,2.3,0.084,9.0,26.394632135871895,0.9964728692935706,3.2922975430925487,0.53,10.026623195319951,5.0
7.446043736545979,0.4537542638331055,0.257998933106631,2.4,0.08923003049848974,21.0,57.057653085999114,0.9966721030619741,3.43,0.63,9.7,6.0
7.671242168594509,0.39,0.16,1.4,0.06014614293032884,11.0,23.0,0.9955,3.2909370882442888,0.56,9.893305927776487,5.0
7.6,0.5142471039525568,0.24,2.013430565862067,0.07446137112881988,7.5786879731738415,11.0,0.9962,3.3222222717583776,0.5882995524964929,10.022301120301321,5.0
7.623508762080402,0.43,0.2978613673019111,1.6,0.106,10.0,37.0,0.9966,3.2837096268799897,0.9100000000000001,9.5,5.0
7.1,0.71,0.12441974654286354,1.9,0.08281631352574378,14.0,35.0,0.9972,3.47,0.55,10.103226485622795,5.0
7.8,0.645,0.0,2.0,0.07215720886277407,7.999999999999999,27.28477097373215,0.9964,3.38,0.59,10.099232467168898,5.0
6.7,0.4705591141198575,0.2594936998830735,2.1441490176130458,0.089,31.16529665783012,82.0,0.9958,3.370113572596371,0.6580406815154851,10.1,5.0
6.9,0.4612254575551897,0.2159765883375555,2.5,0.08988130225843191,22.0,62.817013553876194,0.9962316120918692,3.46,0.7491012484066486,10.6,6.0
7.660271289013892,0.655,0.12,3.163126137889221,0.09210071395419538,14.999999999999998,113.0,0.9966,3.343758996873945,0.5835089499836862,9.911345745679691,5.0
7.7964853667276195,0.605,0.2617586488471627,2.3901682026617825,0.08376661332468688,40.0,113.70693432600727,0.9968440788313747,3.2907943767192065,0.6086260807002783,9.4,5.0
5.2,0.32,0.19871904456311462,1.8,0.103,13.0,46.33635539658536,0.9955853493312896,3.38,0.7146458147013635,9.48089698343955,5.0
7.8,0.645,0.0,2.450012576947041,0.086,5.0,24.375442919990995,0.9969611183097363,3.38423844921869,0.5405633174102158,9.6,5.0
7.8,0.5820383756990433,0.14,2.9988497413301016,0.08288472986289114,6.037192709755518,15.0,0.9975,3.42,0.6,10.8,6.0
8.1,0.38,0.338720809387356,2.1,0.066,7.797500025816976,30.0,0.9968,3.23,0.7077350638695806,11.502100164107144,7.0
5.7,1.13,0.09,1.5,0.08428617136263102,7.0,19.0,0.996591326576084,3.5,0.5284161376705393,9.8,5.0
8.1041022479074,0.6102101929855942,0.2096279124599248,5.9,0.07400000000000001,12.0,87.0,0.9989713571897746,3.33,0.83,10.5,5.0
8.800400623217762,0.45,0.36,5.9,0.07400000000000001,12.0,87.0,0.9978,3.33,0.7607345165168344,10.203517455165178,5.0
8.012396535984038,0.5510209985353947,0.2126776020607054,1.8145831704717725,0.09615141632965207,17.0,46.0,0.9976363045880795,3.285149800029725,0.5452840927418321,9.3,4.0
7.5,0.4741954287972003,0.2,2.866719562411621,0.08650187438414991,7.999999999999999,28.259256709790556,0.9971768961268068,3.21,0.9000000000000001,10.5,6.0
8.1,0.66,0.16787973442982135,2.2,0.07838604106063396,9.118009365748435,23.0,0.9968,3.287831878756523,0.5708083910773247,10.3,5.0
6.8,0.4733874217187315,0.16062310009036956,1.8,0.05,14.06620587203887,38.281856010185464,0.9962,3.48,0.52,10.111791212458671,5.0
5.938854733452901,0.52,0.08218169234863668,2.5777287425350472,0.1268056574346274,7.999999999999999,65.0,0.9970012723391056,3.9,0.56,9.237394552612738,4.0
7.7,0.3866079836282283,0.43,2.2,0.09689027706760169,11.805381744279563,41.12960701183106,0.9968926872468591,3.258423673960656,0.6687006244161575,9.2,5.0
8.7,0.29,0.3379998904878795,1.8153875873621776,0.07880668326710165,12.0,37.0,0.9969,3.25,0.58,9.711836504101395,5.0
7.79847105988282,0.42199821503953633,0.2576158834739327,1.6,0.066,10.180556831479281,34.061065787885,0.9958,3.290804555711269,0.5839392854948491,9.2,5.0
5.6,0.4667320453750938,0.1958342811793536,1.4,0.07400000000000001,12.0,96.0,0.9966594942709804,3.32,0.58,9.2,5.0
8.931319519184292,0.66,0.18893385945445298,2.333128028919831,0.07400000000000001,9.94752066652876,23.0,0.9972837703055144,3.15,0.74,10.049425209006518,5.0
6.6,0.52,0.04,2.0244393835735695,0.08514957393387705,4.542184808423884,15.0,0.9956,3.4,0.5919270322549045,9.4,5.0
