0,1,2,3,4,5,6,7,8,9,10,11
7.35527663096863,0.629669500990659,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,10.315293019627422,6.0
7.8,0.6854682420449852,0.0,2.6,0.09800000000000002,14.805557442128494,50.24182151989983,0.9968,3.3333526054430007,0.68,9.8,5.0
7.8,0.76,0.04,2.3,0.092,14.523984946995363,54.0,0.997,3.26,0.6947825696879626,9.8,6.0
11.2,0.28,0.46048270020544524,1.9,0.05977425350057333,17.0,32.77723359092752,0.998,3.236977325956434,0.6162454554848671,9.8,6.0
7.4,0.7,0.0,2.1920882394772767,0.076,14.44875318513222,34.0,0.9969407438809872,3.51,0.56,9.4,5.0
7.4,0.66,0.0,2.9557717211447505,0.075,13.0,40.0,0.9978,3.51,0.5496235559218525,10.464301212321997,6.0
7.446539575709209,0.6,0.06,1.983463942708656,0.069,15.0,36.166936027312275,0.9972288817572594,3.3519572667539714,0.6087952237332612,9.4,6.0
7.3,0.65,0.0,1.2,0.06282768399956078,17.19248012034282,29.953129577340132,0.9962961000703872,3.39,0.47,10.0,7.0
7.8,0.58,0.02,2.0,0.06842731350383163,9.0,18.0,0.9968,3.36,0.57,9.5,7.0
7.5,0.5,0.36,6.1,0.08621839510696382,17.0,60.85814471555829,0.9978,3.2907458123025295,0.8,10.5,6.0
7.294259708291992,0.5615691241130232,0.08,1.8,0.097,15.0,40.66994667383158,0.9959,3.28,0.54,9.2,5.0
7.5,0.7122943816300928,0.36,6.1,0.071,17.0,102.0,0.9978,3.2837993185373247,0.8,10.5,6.0
5.6,0.615,0.0,1.6,0.089,19.625125507345615,59.0,0.9943,3.58,0.52,9.9,5.0
7.8,0.6099999999999999,0.29,1.6,0.09796290956175327,9.0,29.0,0.9970277382774949,3.211082689875364,0.5651422363396436,9.1,5.0
8.9,0.62,0.3099556386582553,3.8,0.176,24.55251338468167,145.0,0.997693497312665,3.1546026502799984,0.738446033647254,9.2,5.0
8.9,0.5421002435954511,0.5194669196128845,3.9,0.09157673317717016,51.0,148.0,0.9986,3.17,0.7118407080209255,10.039584480640144,5.0
8.5,0.28,0.56,2.2421690921377615,0.092,35.0,103.0,0.9964921037655176,3.3,0.75,10.5,6.0
8.034031211987973,0.56,0.28,1.7,0.368,16.0,74.35052782607406,0.9968,2.9830706201023682,1.2799999999999998,9.3,5.0
7.835909837334453,0.59,0.08,4.4,0.09359979489451646,6.0,40.349220561167016,0.9974,3.3208779936247765,0.4889796195713282,9.0,4.0
8.859795846416414,0.32,0.51,1.5529634103379324,0.341,17.0,56.0,0.9969,2.9898988473461565,1.08,9.2,6.0
8.9,0.48625981860029693,0.19618731984339652,1.8,0.077,19.206911030955524,60.0,0.9968,3.39,0.53,9.4,5.0
7.6,0.6067666991681456,0.12391193681330978,2.852795481324479,0.082,23.8341625760684,71.0,0.9982,3.52,0.65,9.7,6.0
7.9,0.43,0.21,1.7329883207206205,0.106,10.0,37.0,0.9967743289719224,3.189512925876468,0.9100000000000001,9.5,5.0
8.5,0.49000000000000005,0.11,2.3,0.084,9.0,28.147362072048903,0.9966656452634335,3.17,0.53,10.32306758246711,6.0
7.637756085435003,0.5158670776487588,0.14,2.4,0.06038773784194887,21.0,40.0,0.9971829813750983,3.43,0.63,9.7,6.0
7.696271114844739,0.39,0.16,1.4,0.07170395174489916,11.0,23.0,0.9955,3.289295391615331,0.56,9.3,6.0
7.6,0.41,0.24,1.8,0.0700346109701246,12.32793912807621,11.0,0.9962,3.302254345237702,0.5442069226188808,10.451332953257293,5.0
8.813117871362508,0.43,0.3456936359269023,1.6,0.106,10.0,37.0,0.9966,3.17,0.9100000000000001,9.5,6.0
7.1,0.71,0.08901882877866178,1.9,0.06646327370812743,14.0,35.0,0.9972,3.47,0.55,10.528876730493575,5.0
7.8,0.645,0.0,2.0,0.0771505080627501,8.0,27.819384778650306,0.9964,3.38,0.59,10.462490750760734,6.0
6.7,0.6283675957782268,0.07,2.1498335636385755,0.089,20.924580126359373,82.0,0.9958,3.35,0.6514459944856614,10.1,6.0
6.9,0.5166590290130675,0.12661033118765055,2.5,0.05535060844972729,22.0,50.633490705253315,0.9966,3.46,0.57,10.6,6.0
7.348918340682298,0.655,0.12,2.3,0.13281109444838762,15.0,113.0,0.9966,3.17,0.66,10.20210062273857,5.0
8.318499363683909,0.605,0.12,10.7,0.06379715197645873,40.0,83.0,1.0001341287813188,3.45,0.6772396724492311,9.4,6.0
5.2,0.32,0.25,1.8,0.103,13.0,46.18124886644381,0.9948911312921643,3.38,0.5292041819543392,10.508664106887192,5.0
7.8,0.645,0.0,2.4148540655228867,0.086,5.0,27.463672087934047,0.9986,3.319372942252904,0.6250904640285373,9.6,6.0
